,Unnamed: 0,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
14265,14265,Guwahati,2019-08-21,26.75,49.44,2.52,8.73,13.49,5.81,0.4,11.87,16.34,19.63,8.700972080037232,3.0701278234985114,41.0,Good
14269,14269,Guwahati,2019-08-25,11.11,21.98,1.83,5.98,9.42,3.72,0.34,11.95,16.5,3.2808403045005514,8.700972080037232,3.0701278234985114,26.0,Good
14270,14270,Guwahati,2019-08-26,21.45,36.86,8.49,11.68,26.44,4.58,0.44,12.24,19.68,59.86,8.700972080037232,3.0701278234985114,32.0,Good
14271,14271,Guwahati,2019-08-27,23.45,46.99,10.58,12.59,30.85,5.13,0.58,12.12,37.54,92.42,8.700972080037232,3.0701278234985114,52.0,Satisfactory
14279,14279,Guwahati,2019-09-04,17.61,32.1,12.9,10.16,32.06,3.49,0.56,12.18,9.97,8.02,8.700972080037232,3.0701278234985114,35.0,Good
14280,14280,Guwahati,2019-09-05,13.85,29.83,10.12,9.13,26.37,5.16,0.59,12.51,11.06,0.0,8.700972080037232,3.0701278234985114,46.0,Good
14288,14288,Guwahati,2019-09-13,17.8,28.7,4.71,7.01,15.22,2.28,0.46,12.85,16.14,23.67,8.700972080037232,3.0701278234985114,43.0,Good
14293,14293,Guwahati,2019-09-18,23.6,41.41,11.0,6.41,24.93,2.75,0.73,12.88,17.36,0.08,8.700972080037232,3.0701278234985114,62.0,Satisfactory
14296,14296,Guwahati,2019-09-21,31.67,63.53,7.14,12.68,25.3,2.17,0.52,13.49,17.49,0.27,8.700972080037232,3.0701278234985114,68.0,Satisfactory
14297,14297,Guwahati,2019-09-22,33.58,60.78,13.53,12.31,35.37,2.14,0.52,15.6,17.18,0.69,8.700972080037232,3.0701278234985114,65.0,Satisfactory
14298,14298,Guwahati,2019-09-23,11.65,21.62,2.55,5.22,9.81,1.84,0.36,13.36,17.16,0.29,8.700972080037232,3.0701278234985114,35.0,Good
14302,14302,Guwahati,2019-09-27,21.98,43.0,10.76,9.97,28.36,1.42,0.6,13.7,17.26,0.0,8.700972080037232,3.0701278234985114,47.0,Good
14304,14304,Guwahati,2019-09-29,22.12,38.18,11.25,9.48,28.62,1.28,0.54,13.7,17.39,0.0,8.700972080037232,3.0701278234985114,39.0,Good
14308,14308,Guwahati,2019-10-03,29.56,60.78,17.18,8.38,37.17,1.49,0.78,14.54,17.8,0.0,8.700972080037232,3.0701278234985114,66.0,Satisfactory
14316,14316,Guwahati,2019-10-11,32.15,63.9,30.7,14.46,65.87,2.01,0.73,15.3,18.47,0.0,8.700972080037232,3.0701278234985114,78.0,Satisfactory
14331,14331,Guwahati,2019-10-26,5.85,12.02,7.36,7.05,19.64,4.83,0.32,9.77,17.84,0.0,8.700972080037232,3.0701278234985114,27.0,Good
14353,14353,Guwahati,2019-11-17,84.99,151.83,65.59,20.12,129.26,5.94,0.99,10.69,18.52,2.42,8.700972080037232,3.0701278234985114,165.0,Moderate
14355,14355,Guwahati,2019-11-19,101.7,155.67,35.92,15.08,75.16,10.07,1.13,10.58,19.53,2.46,8.700972080037232,3.0701278234985114,290.0,Poor
14364,14364,Guwahati,2019-11-28,87.21,135.39,45.65,13.77,89.7,10.4,1.05,10.79,18.3,2.16,8.700972080037232,3.0701278234985114,136.0,Moderate
14367,14367,Guwahati,2019-12-01,77.08,125.23,27.69,10.73,56.97,11.89,0.83,10.76,18.23,1.48,8.700972080037232,3.0701278234985114,211.0,Poor
14370,14370,Guwahati,2019-12-04,91.37,160.65,71.34,11.55,129.47,11.57,1.14,11.58,17.97,2.59,8.700972080037232,3.0701278234985114,198.0,Moderate
14374,14374,Guwahati,2019-12-08,101.34,166.41,45.18,11.39,86.36,12.71,1.05,11.38,18.01,2.07,8.700972080037232,3.0701278234985114,206.0,Poor
14376,14376,Guwahati,2019-12-10,149.21,212.45,45.12,11.83,86.76,19.7,1.35,12.23,18.4,2.46,8.700972080037232,3.0701278234985114,278.0,Poor
14377,14377,Guwahati,2019-12-11,118.52,174.54,30.25,10.72,61.16,22.66,1.34,12.38,18.47,2.95,8.700972080037232,3.0701278234985114,328.0,Very Poor
14378,14378,Guwahati,2019-12-12,124.58,162.11,23.79,9.56,49.3,19.26,1.18,12.22,18.35,2.37,8.700972080037232,3.0701278234985114,224.0,Poor
14382,14382,Guwahati,2019-12-16,136.78,205.02,42.12,11.71,81.69,17.71,1.15,12.13,19.6,4.26,8.700972080037232,3.0701278234985114,304.0,Very Poor
14384,14384,Guwahati,2019-12-18,122.34,183.08,35.05,12.46,70.88,18.06,1.08,11.94,18.21,1.54,8.700972080037232,3.0701278234985114,257.0,Poor
14385,14385,Guwahati,2019-12-19,152.47,209.45,25.57,10.71,53.45,17.01,1.17,11.64,19.04,1.27,8.700972080037232,3.0701278234985114,310.0,Very Poor
14387,14387,Guwahati,2019-12-21,107.19,154.52,9.04,9.17,24.67,16.26,0.94,11.23,18.59,0.81,8.700972080037232,3.0701278234985114,297.0,Poor
14388,14388,Guwahati,2019-12-22,117.3,172.33,12.52,9.15,30.35,16.21,1.03,11.49,18.22,0.86,8.700972080037232,3.0701278234985114,289.0,Poor
14391,14391,Guwahati,2019-12-25,210.84,338.0,71.18,10.99,128.62,16.63,2.12,11.97,17.89,3.68,8.700972080037232,3.0701278234985114,356.0,Very Poor
14401,14401,Guwahati,2020-01-04,89.1,122.49,19.56,7.57,40.24,15.08,0.84,11.96,17.98,0.5,8.700972080037232,3.0701278234985114,114.0,Moderate
14404,14404,Guwahati,2020-01-07,158.21,278.65,57.71,12.45,108.09,16.3,1.62,12.59,19.67,2.85,8.700972080037232,3.0701278234985114,301.0,Very Poor
14408,14408,Guwahati,2020-01-11,165.55,242.79,72.6,13.16,133.26,19.26,1.87,12.96,18.02,1.15,8.700972080037232,3.0701278234985114,331.0,Very Poor
14411,14411,Guwahati,2020-01-14,186.62,270.35,79.92,14.47,146.7,17.74,1.84,13.22,18.17,1.04,8.700972080037232,3.0701278234985114,326.0,Very Poor
14417,14417,Guwahati,2020-01-20,79.32,120.4,6.5,8.74,20.04,17.68,0.6,12.49,20.98,0.17,8.700972080037232,3.0701278234985114,211.0,Poor
14421,14421,Guwahati,2020-01-24,176.98,260.58,47.71,17.95,97.57,16.17,1.74,13.88,19.0,14.48,8.700972080037232,3.0701278234985114,318.0,Very Poor
14424,14424,Guwahati,2020-01-27,151.56,242.58,78.62,17.7,148.03,16.7,1.62,13.84,20.67,9.67,8.700972080037232,3.0701278234985114,327.0,Very Poor
14426,14426,Guwahati,2020-01-29,192.26,334.8,80.42,21.97,155.58,20.06,1.97,13.95,20.02,5.32,8.700972080037232,3.0701278234985114,285.0,Poor
14430,14430,Guwahati,2020-02-02,103.18,170.35,47.53,14.67,93.74,18.48,1.23,13.48,19.14,0.75,8.700972080037232,3.0701278234985114,298.0,Poor
14432,14432,Guwahati,2020-02-04,140.21,223.32,80.4,23.76,157.44,17.55,1.34,15.03,24.66,0.79,8.700972080037232,3.0701278234985114,315.0,Very Poor
14435,14435,Guwahati,2020-02-07,139.27,233.73,45.24,20.56,96.27,18.53,1.44,13.18,18.57,1.01,8.700972080037232,3.0701278234985114,323.0,Very Poor
14437,14437,Guwahati,2020-02-09,108.07,190.71,35.9,17.93,78.15,17.92,1.15,12.6,18.11,0.69,8.700972080037232,3.0701278234985114,302.0,Very Poor
14441,14441,Guwahati,2020-02-13,133.75,253.03,92.84,30.59,184.73,21.57,1.29,15.31,18.56,0.96,8.700972080037232,3.0701278234985114,306.0,Very Poor
14446,14446,Guwahati,2020-02-18,169.36,319.73,40.71,15.68,83.61,29.04,1.4,14.08,19.54,0.84,8.700972080037232,3.0701278234985114,361.0,Very Poor
14449,14449,Guwahati,2020-02-21,111.05,177.35,42.25,17.71,88.33,22.11,1.14,14.03,18.58,0.66,8.700972080037232,3.0701278234985114,282.0,Poor
14452,14452,Guwahati,2020-02-24,93.14,157.53,32.95,18.84,74.27,16.1,0.89,13.81,19.06,0.56,8.700972080037232,3.0701278234985114,269.0,Poor
14456,14456,Guwahati,2020-02-28,66.48,137.52,52.09,21.7,108.77,12.8,0.63,14.1,18.9,0.49,8.700972080037232,3.0701278234985114,114.0,Moderate
14457,14457,Guwahati,2020-02-29,84.06,168.91,74.24,29.75,153.71,13.24,0.75,14.09,20.16,13.65,8.700972080037232,3.0701278234985114,160.0,Moderate
14458,14458,Guwahati,2020-03-01,131.31,198.43,64.74,30.85,139.31,16.28,0.92,13.62,19.12,0.72,8.700972080037232,3.0701278234985114,224.0,Poor
14461,14461,Guwahati,2020-03-04,36.86,65.66,4.88,15.58,24.69,15.46,0.21,13.4,19.28,0.13,8.700972080037232,3.0701278234985114,71.0,Satisfactory
14466,14466,Guwahati,2020-03-09,66.71,169.5,22.15,20.19,57.99,15.21,0.43,13.32,19.02,0.2,8.700972080037232,3.0701278234985114,152.0,Moderate
14475,14475,Guwahati,2020-03-18,101.22,211.78,54.75,43.42,61.98,14.17,0.76,13.57,19.68,0.64,8.700972080037232,3.0701278234985114,228.0,Poor
14477,14477,Guwahati,2020-03-20,104.24,200.94,20.99,27.59,29.1,20.73,0.8,14.32,24.2,0.35,8.700972080037232,3.0701278234985114,273.0,Poor
14482,14482,Guwahati,2020-03-25,99.05,136.28,29.82,24.63,34.24,16.54,0.55,15.2,19.36,0.31,8.700972080037232,3.0701278234985114,195.0,Moderate
14484,14484,Guwahati,2020-03-27,118.7,165.09,15.07,23.58,22.74,20.0,0.7,15.54,19.58,0.24,8.700972080037232,3.0701278234985114,270.0,Poor
14487,14487,Guwahati,2020-03-30,38.98,149.95,12.63,17.44,17.92,12.16,0.27,14.77,27.91,0.13,8.700972080037232,3.0701278234985114,169.0,Moderate
14492,14492,Guwahati,2020-04-04,81.92,148.29,8.05,20.73,16.11,12.91,0.49,16.18,34.97,0.22,8.700972080037232,3.0701278234985114,222.0,Poor
14493,14493,Guwahati,2020-04-05,75.94,179.25,3.73,15.72,10.44,10.25,0.46,16.08,43.81,0.17,8.700972080037232,3.0701278234985114,158.0,Moderate
14498,14498,Guwahati,2020-04-10,26.5,115.1,0.93,6.41,3.81,6.05,0.19,14.9,63.97,28.5,8.700972080037232,3.0701278234985114,104.0,Moderate
14499,14499,Guwahati,2020-04-11,57.4,93.25,1.98,9.42,6.06,11.7,0.58,15.85,45.23,0.13,8.700972080037232,3.0701278234985114,104.0,Moderate
14505,14505,Guwahati,2020-04-17,19.16,33.51,2.74,6.6,5.25,27.97,0.3,17.6,24.23,0.03,8.700972080037232,3.0701278234985114,51.0,Satisfactory
14507,14507,Guwahati,2020-04-19,35.6,46.15,4.1,5.59,5.78,25.38,0.45,16.91,24.25,0.06,8.700972080037232,3.0701278234985114,38.0,Good
14511,14511,Guwahati,2020-04-23,26.52,46.48,2.21,7.14,5.12,10.16,0.38,13.86,31.74,0.06,8.700972080037232,3.0701278234985114,46.0,Good
14513,14513,Guwahati,2020-04-25,13.02,18.64,0.83,3.81,2.47,3.34,0.25,13.88,43.1,0.03,8.700972080037232,3.0701278234985114,54.0,Satisfactory
14514,14514,Guwahati,2020-04-26,19.09,30.65,1.56,6.56,4.35,2.57,0.35,13.95,36.5,2.32,8.700972080037232,3.0701278234985114,50.0,Good
14518,14518,Guwahati,2020-04-30,23.83,36.16,1.85,7.68,5.11,4.63,0.39,14.01,30.84,0.04,8.700972080037232,3.0701278234985114,47.0,Good
14523,14523,Guwahati,2020-05-05,26.98,41.37,3.15,9.76,7.09,5.28,0.39,14.5,30.28,32.96,8.700972080037232,3.0701278234985114,49.0,Good
14525,14525,Guwahati,2020-05-07,23.78,35.6,1.04,7.21,4.29,4.52,0.38,14.34,26.59,0.0,8.700972080037232,3.0701278234985114,39.0,Good
14530,14530,Guwahati,2020-05-12,43.02,72.78,10.4,15.35,15.23,10.77,0.6,14.96,33.72,0.0,8.700972080037232,3.0701278234985114,90.0,Satisfactory
14531,14531,Guwahati,2020-05-13,25.6,39.27,1.29,11.16,6.4,6.8,0.4,14.84,37.55,0.0,8.700972080037232,3.0701278234985114,54.0,Satisfactory
14536,14536,Guwahati,2020-05-18,34.04,65.9,12.56,19.51,18.87,3.77,0.53,14.64,29.84,0.0,8.700972080037232,3.0701278234985114,50.0,Good
14537,14537,Guwahati,2020-05-19,49.08,86.02,12.51,19.87,19.02,5.4,1.2,14.68,32.1,0.0,8.700972080037232,3.0701278234985114,86.0,Satisfactory
14539,14539,Guwahati,2020-05-21,9.98,15.91,1.43,9.51,5.69,4.46,0.26,14.68,28.79,0.0,8.700972080037232,3.0701278234985114,47.0,Good
14544,14544,Guwahati,2020-05-26,8.71,15.15,0.8,5.95,3.5,4.3,0.34,14.88,33.65,0.0,8.700972080037232,3.0701278234985114,45.0,Good
14548,14548,Guwahati,2020-05-30,21.8,41.14,1.61,11.33,6.72,2.23,0.42,15.14,39.32,0.0,8.700972080037232,3.0701278234985114,51.0,Satisfactory
14551,14551,Guwahati,2020-06-02,23.06,40.33,2.21,6.54,4.83,3.67,0.5,15.21,26.84,0.0,8.700972080037232,3.0701278234985114,50.0,Good
14554,14554,Guwahati,2020-06-05,15.57,25.37,1.1,6.29,3.87,1.3,0.38,15.42,31.39,0.0,8.700972080037232,3.0701278234985114,42.0,Good
14555,14555,Guwahati,2020-06-06,12.45,20.53,1.24,6.97,4.32,1.38,0.39,15.7,30.37,0.0,8.700972080037232,3.0701278234985114,37.0,Good
14557,14557,Guwahati,2020-06-08,28.74,46.41,1.03,8.0,4.66,3.03,0.47,15.6,29.94,0.0,8.700972080037232,3.0701278234985114,39.0,Good
14558,14558,Guwahati,2020-06-09,31.44,51.03,1.3,8.33,5.02,4.27,0.49,15.7,36.58,0.0,8.700972080037232,3.0701278234985114,53.0,Satisfactory
14564,14564,Guwahati,2020-06-15,15.67,27.58,1.84,8.73,5.63,1.84,0.36,15.63,20.42,0.0,8.700972080037232,3.0701278234985114,31.0,Good
14566,14566,Guwahati,2020-06-17,9.88,17.95,1.96,6.26,4.52,0.72,0.31,15.69,23.73,0.0,8.700972080037232,3.0701278234985114,35.0,Good
14570,14570,Guwahati,2020-06-21,20.77,34.82,4.4,7.49,6.92,3.76,0.46,15.75,24.06,0.0,8.700972080037232,3.0701278234985114,46.0,Good
14573,14573,Guwahati,2020-06-24,21.36,34.42,1.05,5.43,3.42,3.13,0.4,15.97,22.36,0.0,8.700972080037232,3.0701278234985114,36.0,Good
14575,14575,Guwahati,2020-06-26,16.6,23.75,2.8,7.72,5.85,4.08,0.48,16.1,19.46,0.0,8.700972080037232,3.0701278234985114,35.0,Good
14576,14576,Guwahati,2020-06-27,17.82,25.71,2.3,8.37,5.78,2.85,0.51,16.09,21.5,0.0,8.700972080037232,3.0701278234985114,35.0,Good
14578,14578,Guwahati,2020-06-29,21.38,33.14,2.06,6.38,4.65,3.51,0.46,15.66,27.12,0.0,8.700972080037232,3.0701278234985114,48.0,Good
14579,14579,Guwahati,2020-06-30,20.32,32.51,1.78,5.11,3.82,3.38,0.43,15.83,24.38,0.0,8.700972080037232,3.0701278234985114,39.0,Good
14581,14581,Hyderabad,2015-01-04,67.45057794890272,118.12710293078102,3.7,17.19,20.89,23.483476019371977,0.3,2.58,30.34,0.41,6.15,1.11,166.4635814889336,Moderate
14584,14584,Hyderabad,2015-01-07,67.45057794890272,118.12710293078102,26.08,40.08,66.15,23.483476019371977,0.53,9.03,31.08,1.92,16.35,2.14,166.4635814889336,Moderate
14585,14585,Hyderabad,2015-01-08,67.45057794890272,118.12710293078102,10.31,33.02,43.33,23.483476019371977,0.44,8.47,35.72,1.89,14.27,1.58,166.4635814889336,Moderate
14586,14586,Hyderabad,2015-01-09,67.45057794890272,118.12710293078102,8.79,31.6,40.39,23.483476019371977,0.39,8.92,34.77,0.77,12.47,1.22,166.4635814889336,Moderate
14590,14590,Hyderabad,2015-01-13,67.45057794890272,118.12710293078102,33.63,23.37,57.0,23.483476019371977,0.72,3.01,13.66,2.05,17.65,1.88,166.4635814889336,Moderate
14592,14592,Hyderabad,2015-01-15,67.45057794890272,118.12710293078102,16.05,22.18,38.22,23.483476019371977,0.64,2.23,9.29,1.1,9.19,1.5,166.4635814889336,Moderate
14593,14593,Hyderabad,2015-01-16,67.45057794890272,118.12710293078102,11.73,19.17,30.9,23.483476019371977,0.47,2.82,19.01,0.95,7.13,1.19,166.4635814889336,Moderate
14597,14597,Hyderabad,2015-01-20,67.45057794890272,118.12710293078102,13.19,20.47,33.66,23.483476019371977,0.46,2.63,8.66,0.6,6.7,1.11,166.4635814889336,Moderate
14604,14604,Hyderabad,2015-01-27,67.45057794890272,118.12710293078102,4.61,18.54,23.16,23.483476019371977,0.33,2.84,36.18,0.33,2.81,0.72,166.4635814889336,Moderate
14606,14606,Hyderabad,2015-01-29,67.45057794890272,118.12710293078102,4.37,20.68,25.05,23.483476019371977,0.41,3.19,32.16,0.58,4.61,1.13,166.4635814889336,Moderate
14609,14609,Hyderabad,2015-02-01,67.45057794890272,118.12710293078102,10.45,32.65,43.1,23.483476019371977,0.58,5.06,23.39,0.83,7.44,1.62,166.4635814889336,Moderate
14612,14612,Hyderabad,2015-02-04,67.45057794890272,118.12710293078102,44.13,45.9,90.03,23.483476019371977,0.83,4.64,24.27,1.27,10.52,2.75,166.4635814889336,Moderate
14614,14614,Hyderabad,2015-02-06,67.45057794890272,118.12710293078102,17.96,36.6,54.55,23.483476019371977,0.52,4.75,22.69,0.89,7.82,2.02,166.4635814889336,Moderate
14615,14615,Hyderabad,2015-02-07,67.45057794890272,118.12710293078102,6.2,22.94,29.14,23.483476019371977,0.39,3.97,29.57,0.59,4.46,1.34,166.4635814889336,Moderate
14624,14624,Hyderabad,2015-02-16,67.45057794890272,118.12710293078102,41.2,45.49,86.7,23.483476019371977,0.78,10.51,38.41,1.8,29.81,2.66,166.4635814889336,Moderate
14625,14625,Hyderabad,2015-02-17,67.45057794890272,118.12710293078102,44.55,52.83,97.37,23.483476019371977,0.78,10.94,27.52,2.49,27.77,2.59,166.4635814889336,Moderate
14634,14634,Hyderabad,2015-02-26,67.45057794890272,118.12710293078102,4.89,22.9,27.78,23.483476019371977,0.38,3.61,42.77,0.63,8.99,1.31,166.4635814889336,Moderate
14636,14636,Hyderabad,2015-02-28,67.45057794890272,118.12710293078102,4.38,13.32,17.7,23.483476019371977,0.32,5.35,27.87,0.49,6.23,0.95,166.4635814889336,Moderate
14637,14637,Hyderabad,2015-03-01,67.45057794890272,118.12710293078102,3.92,10.93,14.84,23.483476019371977,0.32,4.25,27.31,0.88,5.94,1.21,166.4635814889336,Moderate
14640,14640,Hyderabad,2015-03-04,67.45057794890272,118.12710293078102,3.6,17.44,21.04,23.483476019371977,0.28,7.88,50.26,0.92,5.99,0.96,166.4635814889336,Moderate
14646,14646,Hyderabad,2015-03-10,67.45057794890272,118.12710293078102,12.51,26.4,38.9,23.483476019371977,0.57,5.27,23.21,0.79,13.48,1.63,166.4635814889336,Moderate
14647,14647,Hyderabad,2015-03-11,67.45057794890272,118.12710293078102,11.93,30.79,42.72,23.483476019371977,0.5,4.64,30.03,0.83,13.96,1.83,166.4635814889336,Moderate
14650,14650,Hyderabad,2015-03-14,67.45057794890272,118.12710293078102,6.69,16.89,23.58,23.483476019371977,0.32,3.78,36.86,0.51,3.32,0.71,166.4635814889336,Moderate
14655,14655,Hyderabad,2015-03-19,67.45057794890272,118.12710293078102,5.93,19.97,25.9,23.483476019371977,0.37,5.53,45.79,0.48,5.13,0.85,166.4635814889336,Moderate
14658,14658,Hyderabad,2015-03-22,67.45057794890272,118.12710293078102,10.67,25.69,36.35,23.483476019371977,0.55,7.84,57.61,0.69,7.32,1.37,166.4635814889336,Moderate
14659,14659,Hyderabad,2015-03-23,67.45057794890272,118.12710293078102,32.12,45.32,77.44,23.483476019371977,0.84,11.44,43.38,1.64,26.63,2.93,166.4635814889336,Moderate
14661,14661,Hyderabad,2015-03-25,67.45057794890272,118.12710293078102,18.76,32.15,50.91,23.483476019371977,0.62,7.92,34.4,0.77,16.31,2.08,166.4635814889336,Moderate
14663,14663,Hyderabad,2015-03-27,67.45057794890272,118.12710293078102,8.43,13.92,22.34,23.483476019371977,0.75,3.13,33.4,0.37,4.23,0.94,166.4635814889336,Moderate
14666,14666,Hyderabad,2015-03-30,67.45057794890272,118.12710293078102,9.7,13.84,23.54,23.483476019371977,0.71,8.49,24.06,0.37,4.01,0.82,166.4635814889336,Moderate
14670,14670,Hyderabad,2015-04-03,67.45057794890272,118.12710293078102,26.88,22.86,48.77,23.483476019371977,1.07,10.31,36.15,0.27,1.83,0.25,166.4635814889336,Moderate
14673,14673,Hyderabad,2015-04-06,83.0,118.12710293078102,9.72,12.91,22.63,23.483476019371977,0.89,8.89,33.67,0.2,2.02,0.31,141.0,Moderate
14674,14674,Hyderabad,2015-04-07,112.21,118.12710293078102,13.85,17.06,31.52,23.483476019371977,1.05,11.21,30.68,0.2,1.8,0.32,197.0,Moderate
14676,14676,Hyderabad,2015-04-09,33.88,118.12710293078102,18.44,13.18,31.61,23.483476019371977,0.8,8.28,21.58,3.2808403045005514,8.700972080037232,3.0701278234985114,104.0,Moderate
14684,14684,Hyderabad,2015-04-17,39.04,118.12710293078102,11.03,15.82,26.86,23.483476019371977,0.84,9.56,39.94,3.2808403045005514,8.700972080037232,3.0701278234985114,106.0,Moderate
14685,14685,Hyderabad,2015-04-18,76.0,118.12710293078102,34.35,33.56,67.91,23.483476019371977,1.3,11.04,35.28,3.2808403045005514,8.700972080037232,3.0701278234985114,147.0,Moderate
14689,14689,Hyderabad,2015-04-22,39.71,118.12710293078102,18.41,18.78,36.38,23.483476019371977,1.02,8.24,23.51,3.2808403045005514,8.700972080037232,3.0701278234985114,157.0,Moderate
14691,14691,Hyderabad,2015-04-24,39.38,118.12710293078102,8.53,12.68,21.07,23.483476019371977,0.76,9.61,42.52,3.2808403045005514,8.700972080037232,3.0701278234985114,165.0,Moderate
14692,14692,Hyderabad,2015-04-25,35.61,118.12710293078102,29.06,7.42,35.3,23.483476019371977,0.81,3.43,51.44,3.2808403045005514,8.700972080037232,3.0701278234985114,119.0,Moderate
14695,14695,Hyderabad,2015-04-28,46.62,118.12710293078102,6.67,18.93,25.34,23.483476019371977,0.83,9.63,39.74,3.2808403045005514,8.700972080037232,3.0701278234985114,124.0,Moderate
14698,14698,Hyderabad,2015-05-01,89.62,118.12710293078102,40.11,29.62,69.42,23.483476019371977,1.41,13.38,38.94,3.2808403045005514,8.700972080037232,3.0701278234985114,206.0,Poor
14701,14701,Hyderabad,2015-05-04,45.0,118.12710293078102,7.24,17.31,24.32,23.483476019371977,0.74,9.03,42.93,3.2808403045005514,8.700972080037232,3.0701278234985114,113.0,Moderate
14705,14705,Hyderabad,2015-05-08,56.88,118.12710293078102,13.42,26.23,39.41,23.483476019371977,0.88,10.17,39.26,3.2808403045005514,8.700972080037232,3.0701278234985114,121.0,Moderate
14706,14706,Hyderabad,2015-05-09,62.38,118.12710293078102,7.27,22.78,29.61,23.483476019371977,0.89,8.96,43.05,3.2808403045005514,8.700972080037232,3.0701278234985114,149.0,Moderate
14707,14707,Hyderabad,2015-05-10,54.08,118.12710293078102,6.33,16.65,22.64,23.483476019371977,0.73,9.57,42.66,3.2808403045005514,8.700972080037232,3.0701278234985114,125.0,Moderate
14722,14722,Hyderabad,2015-05-25,41.21,118.12710293078102,11.26,11.5,22.46,23.483476019371977,0.9,9.15,29.88,3.2808403045005514,8.700972080037232,3.0701278234985114,132.0,Moderate
14725,14725,Hyderabad,2015-05-28,45.38,118.12710293078102,11.73,10.4,21.64,23.483476019371977,0.23,7.26,44.57,3.2808403045005514,8.700972080037232,3.0701278234985114,83.0,Satisfactory
14731,14731,Hyderabad,2015-06-03,49.54,118.12710293078102,8.47,14.49,22.35,23.483476019371977,0.88,9.06,42.6,3.2808403045005514,8.700972080037232,3.0701278234985114,294.0,Poor
14733,14733,Hyderabad,2015-06-05,43.62,118.12710293078102,8.43,14.44,22.2,23.483476019371977,0.82,8.09,43.08,3.2808403045005514,8.700972080037232,3.0701278234985114,117.0,Moderate
14735,14735,Hyderabad,2015-06-07,43.12,118.12710293078102,15.05,20.71,35.47,23.483476019371977,1.14,7.65,22.47,3.2808403045005514,8.700972080037232,3.0701278234985114,179.0,Moderate
14740,14740,Hyderabad,2015-06-12,24.88,118.12710293078102,10.23,11.33,21.41,23.483476019371977,0.75,8.43,20.85,3.2808403045005514,8.700972080037232,3.0701278234985114,95.0,Satisfactory
14749,14749,Hyderabad,2015-06-21,23.67,118.12710293078102,9.53,7.91,17.35,23.483476019371977,0.73,7.84,9.46,3.2808403045005514,8.700972080037232,3.0701278234985114,94.0,Satisfactory
14753,14753,Hyderabad,2015-06-25,22.75,118.12710293078102,8.7,4.24,12.93,23.483476019371977,0.61,7.86,16.51,3.2808403045005514,8.700972080037232,3.0701278234985114,342.0,Very Poor
14755,14755,Hyderabad,2015-06-27,39.62,118.12710293078102,10.62,9.26,19.82,23.483476019371977,0.66,8.32,15.64,3.2808403045005514,8.700972080037232,3.0701278234985114,104.0,Moderate
14757,14757,Hyderabad,2015-06-29,45.88,118.12710293078102,31.38,18.72,50.1,23.483476019371977,1.3,8.53,12.32,3.2808403045005514,8.700972080037232,3.0701278234985114,141.0,Moderate
14763,14763,Hyderabad,2015-07-05,29.54,118.12710293078102,8.17,5.22,13.33,23.483476019371977,0.58,8.88,22.7,3.2808403045005514,8.700972080037232,3.0701278234985114,102.0,Moderate
14766,14766,Hyderabad,2015-07-08,26.5,118.12710293078102,9.66,5.32,14.73,23.483476019371977,0.6,6.63,14.69,3.2808403045005514,8.700972080037232,3.0701278234985114,98.0,Satisfactory
14768,14768,Hyderabad,2015-07-10,24.97,118.12710293078102,8.81,4.45,13.12,23.483476019371977,0.58,9.0,17.02,3.2808403045005514,8.700972080037232,3.0701278234985114,94.0,Satisfactory
14772,14772,Hyderabad,2015-07-14,36.08,118.12710293078102,9.0,8.45,17.29,23.483476019371977,0.73,8.44,17.43,3.2808403045005514,8.700972080037232,3.0701278234985114,102.0,Moderate
14773,14773,Hyderabad,2015-07-15,30.78,118.12710293078102,8.19,7.49,15.55,23.483476019371977,0.87,7.24,13.39,3.2808403045005514,8.700972080037232,3.0701278234985114,113.0,Moderate
14776,14776,Hyderabad,2015-07-18,23.04,118.12710293078102,4.75,5.28,10.03,23.483476019371977,0.24,2.89,10.84,3.2808403045005514,8.700972080037232,3.0701278234985114,38.0,Good
14778,14778,Hyderabad,2015-07-20,25.12,118.12710293078102,5.6,5.65,11.25,23.483476019371977,0.24,3.52,11.09,3.2808403045005514,8.700972080037232,3.0701278234985114,41.0,Good
14781,14781,Hyderabad,2015-07-23,22.92,118.12710293078102,10.55,7.27,17.82,23.483476019371977,0.32,3.19,13.11,3.2808403045005514,8.700972080037232,3.0701278234985114,41.0,Good
